team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MTL,2009,MTL,MTL,Team Level,5on4,82,0.89,0.86,0.86,22787,362.89,55.11,31.63,74.73,11.78,213.07,115.26,51.86,55.11,51.86,366,144,141,651,53,46,15,80,9,162,160,313,457,21,44,241,23,33,59,348,91,71,9.99,10.45,34.68,9,6,38,651,510,510,11,8.16,15.19,14.85,47.84,47.84,45.44,58.49,6.48,2.98,7.28,1.66,16.96,48.64,6.33,6.48,6.33,69,15,18,102,7,3,0,6,3,17,48,62,77,10,20,181,50,42,92,55,19,10,1.32,2.32,2.84,2,5,0,102,84,84,87,0.69,0.86,0.86,6.3,6.3,6.28
COL,2009,COL,COL,Team Level,other,82,0.49,0.44,0.42,10127,123.68,25.79,9.14,20.94,3.96,66.48,41.69,23.62,25.79,23.62,125,43,61,229,27,9,5,21,1,50,60,98,141,13,26,129,40,33,27,93,44,31,3.39,5.94,16.46,6,5,16,229,168,168,10,2.76,4.75,4.15,24.41,24.41,23.79,161.57,26.82,11.78,31.07,5.96,89.47,62.9,24.74,26.82,24.74,156,72,59,287,19,15,3,32,6,93,63,137,209,17,53,156,40,41,25,146,53,29,4.84,6.61,15.37,1,3,15,287,228,228,7,3.29,4.15,4.21,25.9,25.9,24.25
COL,2009,COL,COL,Team Level,all,82,0.49,0.45,0.46,299716,2202.29,219.46,155.02,492.45,71.97,1209.62,904.49,209.75,220.44,210.71,2288,765,941,3994,237,208,65,501,74,814,1219,2051,2816,390,991,2165,1568,684,646,2266,564,223,66.25,69.26,83.95,72,75,90,4016.31,3053,3066.32,333,34.64,50.56,52.58,201.51,202.59,198.34,2582.01,231.07,176.97,582.49,84.84,1442.34,1101.28,222.04,230.34,221.32,2629,990,1226,4845,228,202,47,576,85,1102,1426,2401,3391,403,1039,2370,1622,593,606,2797,607,215,79.58,73.95,77.54,73,70,85,4809.32,3619,3600.4,280,39.18,44.74,46.04,224.21,223.24,217.5
COL,2009,COL,COL,Team Level,5on5,82,0.48,0.45,0.46,232771,1665.51,137.13,110.42,390.62,54.6,913.55,707.69,132.62,138.12,133.58,1722,592,662,2976,154,154,44,397,57,589,963,1568,2160,332,852,1533,1415,541,509,1780,419,115,52.78,51.13,33.21,55,59,40,2998.31,2314,2327.32,290,22.78,31.17,33.36,126.55,127.63,126.06,1935.71,149.27,124.66,454.86,63.03,1076.85,839.34,145.32,148.53,144.6,1977,731,962,3670,146,149,34,453,67,801,1092,1831,2562,333,850,1704,1427,458,489,2159,432,117,62.78,52.69,33.8,60,48,38,3634.32,2708,2689.4,245,25.54,31.86,32.59,142.21,141.23,139.41
COL,2009,COL,COL,Team Level,4on5,82,0.06,0.09,0.1,28440,44.03,3.36,2.02,6,1.26,13.16,37.21,3.3,3.36,3.3,53,10,15,78,8,2,2,4,1,9,39,45,55,18,42,223,76,75,25,52,7,4,1.43,0.77,1.15,2,3,3,78,63,63,23,0.48,0.57,0.57,3.26,3.26,3.26,417.19,49.71,37.62,87.47,13.9,256.32,138.97,46.78,49.71,46.78,419,165,189,773,56,36,10,84,10,192,206,363,528,25,58,274,38,22,68,412,107,65,9.96,12.81,26.93,9,16,31,773,584,584,8,9.69,8.11,8.62,50.79,50.79,48.53
COL,2009,COL,COL,Team Level,5on4,82,0.91,0.86,0.84,28378,369.06,53.18,33.44,74.9,12.16,216.43,117.9,50.2,53.18,50.2,388,120,203,711,48,43,14,79,15,166,157,340,460,27,71,280,37,35,85,341,94,73,8.65,11.41,33.12,9,8,31,711,508,508,10,8.61,14.07,14.5,47.3,47.3,45.22,67.53,5.29,2.9,9.1,1.96,19.69,60.06,5.2,5.29,5.2,77,22,16,115,7,2,0,7,2,16,65,70,92,28,78,236,117,72,24,80,15,4,2,1.84,1.44,3,3,1,115,99,99,20,0.66,0.62,0.63,5.32,5.32,5.31
DAL,2009,DAL,DAL,Team Level,other,82,0.57,0.53,0.54,14807,173.05,29.08,12.42,32.15,5.9,97.69,66.77,26.51,29.08,26.51,169,75,77,321,17,12,3,35,5,91,84,152,227,4,8,155,54,34,28,134,75,35,5.08,9.66,14.33,2,6,9,321,244,244,11,3.67,3.54,3.54,29.21,29.21,27.31,147.43,22.23,9.74,28.06,4.87,78.49,61.59,20.84,22.23,20.84,145,60,76,281,21,13,2,36,5,65,66,124,184,18,36,161,57,30,25,128,48,29,4.32,5.52,12.39,3,5,13,281,205,205,11,2.71,4.68,4.07,20.87,20.87,20.28
DAL,2009,DAL,DAL,Team Level,all,82,0.5,0.49,0.49,301078,2503.41,229.75,173.18,549.04,80.85,1421.34,1064.84,221.06,229.05,220.37,2524,995,1079,4598,230,154,36,568,72,1155,1340,2294,3289,368,923,2210,2338,624,728,2633,690,196,77.9,83.19,68.66,66,88,76,4574.89,3519,3502.86,359,39.11,31.77,32.58,236.28,235.48,229.15,2602.57,226.52,177.01,579.29,83.13,1452.95,1102.11,217.97,228.06,219.44,2560,1061,1150,4771,244,164,37,534,70,1214,1396,2316,3377,405,966,2382,2267,540,697,2805,621,195,82.35,74.2,69.96,72,90,82,4798.01,3621,3640.34,359,39,38.5,40.27,225.26,226.37,221.83
DAL,2009,DAL,DAL,Team Level,5on5,82,0.49,0.48,0.48,231502,1821.2,141.27,117.17,417.61,57.82,1019.78,800.37,137.81,140.57,137.12,1846,708,797,3351,150,102,25,427,50,819,1006,1696,2404,311,806,1573,2110,512,566,1999,460,95,60.76,55.11,25.38,58,61,31,3327.89,2554,2537.86,301,24.1,19.55,20.43,144.94,144.14,142.14,1968.02,147.47,126.45,457.74,62.48,1095.72,844.14,143.81,149.02,145.28,1924,810,855,3589,154,106,23,414,51,910,1099,1770,2580,331,806,1679,2022,425,570,2185,442,107,65.21,52.37,29.89,56,64,34,3616.01,2734,2753.34,305,25.96,22.71,24.24,149.2,150.31,148.66
DAL,2009,DAL,DAL,Team Level,4on5,82,0.08,0.09,0.11,25353,48.41,4.54,2.18,6.25,1.43,14.18,39.42,4.47,4.54,4.47,55,13,12,80,8,3,0,5,2,10,40,47,60,14,28,197,82,55,42,46,17,5,1.12,2.01,1.41,1,4,3,80,68,68,36,0.5,0.32,0.32,4.73,4.73,4.67,405.94,49.13,36.8,83.14,13.5,254.05,133.37,45.79,49.13,45.79,408,162,202,772,61,40,11,79,12,212,166,347,509,22,55,269,61,22,63,417,99,54,10.48,12.2,26.46,12,14,35,772,570,570,6,9.42,10.41,11.02,47.53,47.53,45.28
DAL,2009,DAL,DAL,Team Level,5on4,82,0.88,0.87,0.85,29416,460.76,54.87,41.41,93.03,15.71,289.7,158.29,52.26,54.87,52.26,454,199,193,846,55,37,8,101,15,235,210,399,598,39,81,285,92,23,92,454,138,61,10.93,16.4,27.54,5,17,33,846,653,653,11,10.83,8.35,8.29,57.41,57.41,55.04,81.17,7.67,4.02,10.35,2.28,24.68,62.99,7.53,7.67,7.53,83,29,17,129,8,5,1,5,2,27,65,75,104,34,69,273,127,63,39,75,32,5,2.35,4.1,1.22,1,7,0,129,112,112,37,0.91,0.71,0.94,7.65,7.65,7.63
WSH,2009,WSH,WSH,Team Level,other,82,0.51,0.5,0.48,10916,183.68,31.98,14.33,35.16,6.39,100.92,67.29,30.06,31.98,30.06,175,82,92,349,32,15,3,31,3,95,81,143,225,18,39,169,35,33,37,141,74,42,5.16,9.53,17.29,4,12,16,349,257,257,21,4.21,4.1,4.1,32.01,32.01,30.84,203.31,30.32,15.1,39.04,6.61,110.66,75.26,28.4,30.32,28.4,181,96,78,355,27,16,4,34,3,106,91,154,250,11,33,155,49,31,42,167,71,39,5.35,8.65,16.32,6,9,12,355,277,277,22,4.3,4.53,4.53,30.1,30.1,29.06
WSH,2009,WSH,WSH,Team Level,all,82,0.52,0.53,0.52,300518,2706.42,262.95,192.05,587.86,86.07,1490.41,1145.74,253.12,265.52,255.64,2693,1073,1432,5198,313,184,55,590,81,1220,1378,2380,3453,368,850,2538,1731,658,760,2732,795,239,85.67,93.62,83.65,90,117,106,5281.58,3766,3820.4,478,43.08,43.78,44.56,261.39,263.61,257.1,2526.09,238.31,178.75,557.11,82.38,1405.8,1054.65,229.33,236.77,227.87,2535,982,1153,4670,227,176,38,579,71,1143,1321,2308,3290,363,842,2389,1783,651,762,2567,726,224,78.23,86.09,73.98,84,67,76,4604.97,3517,3474.02,500,39.89,37.89,38.8,239.39,238.07,232.84
WSH,2009,WSH,WSH,Team Level,5on5,82,0.51,0.53,0.52,233695,1994.39,165.06,132.45,451.95,62.46,1093.37,866.72,160.62,167.63,163.14,2011,761,1109,3881,209,116,33,472,67,853,1055,1802,2563,305,705,1841,1554,504,599,2096,549,127,67.6,63.57,33.88,75,88,46,3964.58,2772,2826.4,396,27.24,24.77,25.83,166.47,168.68,166.25,1862.31,156.13,124.91,429.41,60.72,1026.26,796.57,151.22,154.59,149.76,1889,705,868,3462,135,129,26,453,52,819,1006,1754,2459,295,681,1755,1590,504,603,1948,522,124,61.29,61.31,33.53,57,45,33,3396.97,2594,2551.02,412,25.79,27.19,27.87,154.04,152.72,150.18
WSH,2009,WSH,WSH,Team Level,4on5,82,0.12,0.15,0.16,29072,71.49,6.25,3.3,8.83,2.23,20.34,63.07,6.1,6.25,6.1,88,16,25,129,4,4,1,11,1,19,65,84,100,26,65,267,87,78,63,77,22,5,1.84,2.9,1.51,2,1,1,129,104,104,59,0.76,0.63,0.63,6.38,6.38,6.34,394.42,43.77,35.08,80.96,13.17,250.3,131.72,41.78,43.77,41.78,393,162,198,753,57,26,8,85,14,201,172,336,498,23,49,237,44,28,59,402,103,50,10.06,12.45,21.26,18,9,30,753,555,555,10,8.97,5.34,5.66,47.07,47.07,45.49
WSH,2009,WSH,WSH,Team Level,5on4,82,0.88,0.89,0.87,26835,456.86,59.67,41.96,91.92,15,275.78,148.67,56.34,59.67,56.34,419,214,206,839,68,49,18,76,10,253,177,351,565,19,41,261,55,43,61,418,150,65,11.08,17.62,30.98,9,16,43,839,633,633,2,10.86,14.29,14.01,56.53,56.53,53.67,66.05,8.08,3.66,7.69,1.88,18.59,51.11,7.93,8.08,7.93,72,19,9,100,8,5,0,7,2,17,52,64,83,34,79,242,100,88,58,50,30,11,1.53,3.68,2.87,3,4,1,100,91,91,56,0.82,0.82,0.74,8.17,8.17,8.11
ATL,2009,ATL,ATL,Team Level,other,82,0.44,0.47,0.46,12101,144.53,19.05,10.54,28.13,4.86,85.39,59.02,18.14,19.05,18.14,156,51,64,271,14,9,0,20,9,97,58,142,193,16,43,148,34,39,22,133,54,20,4.64,6.32,8.09,4,4,6,271,207,207,15,2.92,1.59,1.74,20.22,20.22,19.37,170.27,24.27,12.64,34.19,5.69,97.01,68.19,22.82,24.27,22.82,184,58,62,304,27,14,2,31,3,94,73,157,215,15,30,168,35,34,26,159,56,27,5.42,7.07,11.79,6,8,13,304,242,242,11,3.66,2.32,2.45,25.48,25.48,24.35
ATL,2009,ATL,ATL,Team Level,all,82,0.45,0.48,0.47,299280,2349.29,208.45,160.14,520.5,74.6,1286.92,1000.38,201.56,207.97,201.12,2410,841,1098,4349,230,162,31,455,58,1050,1296,2180,3021,420,1005,2449,1469,820,676,2461,595,195,72.85,70.32,65.28,81,84,65,4312.33,3251,3230.68,369,35.5,34.3,34.68,209.27,208.67,204.62,2596.78,256.61,182.34,571.8,83.05,1438.59,1070.62,245.74,258,247.11,2717,886,1069,4672,250,207,45,585,72,1182,1307,2467,3353,415,988,2368,1377,716,530,2609,742,252,77.29,89.95,89.36,68,93,89,4713.98,3603,3626.11,285,40.88,46.97,48.43,249.06,250.31,243.16
ATL,2009,ATL,ATL,Team Level,5on5,82,0.46,0.49,0.48,226655,1753.27,139.17,111.9,403.82,55.68,948.36,758.07,135.43,138.69,134.98,1796,621,833,3250,161,112,22,363,41,751,989,1635,2256,352,836,1770,1327,630,531,1865,441,111,56.14,52.43,30.59,60,69,32,3213.33,2417,2396.68,315,23.06,23.14,23.68,138.55,137.95,136.31,1907.26,164.72,126.21,439.21,60.92,1052.04,801.89,159.14,166.12,160.52,1994,651,794,3439,169,141,32,432,52,850,1001,1825,2476,354,844,1637,1233,553,408,1971,530,144,60.33,63.59,40.8,56,71,42,3480.98,2645,2668.11,235,26.09,32.3,32.49,158.32,159.56,156.41
ATL,2009,ATL,ATL,Team Level,4on5,82,0.1,0.13,0.14,29564,69.01,6.75,3.28,8.68,1.96,20.46,56.89,6.55,6.75,6.55,76,22,21,119,9,5,2,3,2,21,58,67,89,24,67,267,86,127,32,64,24,10,1.59,2.58,2.57,3,3,3,119,98,98,27,0.75,1.19,1.19,6.3,6.3,6.27,443.91,59.23,39.45,88.61,14.29,266.75,145.66,55.59,59.23,55.59,464,150,196,810,50,46,10,112,15,223,168,414,564,32,83,308,36,37,60,418,125,71,9.81,15.55,33.87,6,11,33,810,614,614,5,10.22,11.49,12.63,56.82,56.82,54.05
ATL,2009,ATL,ATL,Team Level,5on4,82,0.84,0.86,0.84,30960,382.47,43.49,34.42,79.86,12.11,232.72,126.39,41.44,43.49,41.44,382,147,180,709,46,36,7,69,6,181,191,336,483,28,59,264,22,24,91,399,76,54,10.47,8.99,24.03,14,8,24,709,529,529,12,8.77,8.38,8.07,44.19,44.19,42.67,75.35,8.38,4.03,9.79,2.13,22.79,54.87,8.19,8.38,8.19,75,27,17,119,4,6,1,10,2,15,65,71,98,14,31,255,73,92,36,61,31,10,1.73,3.74,2.9,0,3,1,119,102,102,34,0.91,0.86,0.86,8.44,8.44,8.35
DET,2009,DET,DET,Team Level,other,82,0.61,0.53,0.55,9516,160.43,25.43,10.68,31.77,5.46,87.4,65.4,24.04,25.43,24.04,162,66,60,288,26,13,2,40,4,69,76,136,202,3,6,145,47,27,35,144,55,29,5.01,6.61,13.81,2,9,15,288,228,228,15,3.02,3.41,3.9,24.42,24.42,23.35,131.39,16.25,8.44,26.63,4.3,71.86,58.57,15.74,16.25,15.74,138,49,67,254,17,6,4,28,1,67,68,121,170,9,18,147,48,27,28,130,42,15,4.62,4.99,6.64,5,4,8,254,187,187,16,2.35,1.1,1.19,17.35,17.35,16.89
DET,2009,DET,DET,Team Level,all,82,0.54,0.55,0.54,300907,2684.83,240.66,180.34,595.7,89.3,1528.2,1147.18,231.82,241.44,232.57,2737,1093,1185,5015,223,118,28,666,124,1308,1391,2514,3607,315,691,2340,1972,580,805,2914,740,176,90.19,88.74,61.73,74,80,69,5026.18,3830,3837.26,391,39.87,25.35,31.35,245.91,246.49,240.5,2302.99,204.58,151.52,514.1,74.92,1276.91,982.04,197.96,205.15,198.53,2413,835,914,4162,207,120,44,559,90,1064,1208,2206,3041,357,777,2240,2127,587,809,2461,622,165,72.66,73.69,58.22,71,62,74,4173.87,3248,3255.4,428,33.21,27.93,30.8,204.05,204.61,200.09
DET,2009,DET,DET,Team Level,5on5,82,0.52,0.54,0.53,237155,2006.06,160.27,125.86,462.76,65.69,1124.43,871.33,155.63,161.05,156.38,2043,801,885,3729,138,83,22,512,98,964,1049,1905,2706,281,622,1707,1748,449,625,2230,511,103,69.98,60.68,29.62,56,53,29,3740.18,2844,2851.26,316,25.79,18.95,23.84,159.93,160.49,158.29,1786.14,146.01,112.48,411.74,58.1,979.87,765.82,142.55,146.58,143.11,1856,647,673,3176,151,90,32,455,70,802,935,1705,2352,315,690,1631,1902,478,653,1911,489,103,57.71,57.79,30.51,57,49,45,3187.87,2503,2510.4,357,23.14,20.83,23.52,143.68,144.23,142.36
DET,2009,DET,DET,Team Level,4on5,82,0.12,0.13,0.15,25324,57.1,5.2,2.37,6.83,1.63,16.38,48.86,5.16,5.2,5.16,65,20,12,97,7,2,2,2,0,13,61,58,78,6,12,199,126,77,59,64,17,4,1.96,2.14,1.09,1,4,2,97,85,85,52,0.54,0.47,0.47,5.01,5.01,5,337.59,38.39,28.62,69.61,11.11,211.77,114.16,35.78,38.39,35.78,357,126,161,644,38,23,7,66,19,181,156,319,445,17,34,228,67,21,75,364,75,44,8.88,9.06,20.45,8,9,21,644,483,483,3,7.25,5.93,5.82,39.16,39.16,36.98
DET,2009,DET,DET,Team Level,5on4,82,0.93,0.91,0.9,28912,461.25,49.76,41.44,94.33,16.53,300,161.59,46.98,49.76,46.98,467,206,228,901,52,20,2,112,22,262,205,415,621,25,51,289,51,27,86,476,157,40,13.24,19.31,17.2,15,14,23,901,673,673,8,10.52,2.52,3.14,56.56,56.56,53.86,47.87,3.93,1.98,6.12,1.41,13.41,43.49,3.89,3.93,3.89,62,13,13,88,1,1,1,10,0,14,49,61,74,16,35,234,110,61,53,56,16,3,1.45,1.85,0.62,1,0,0,88,75,75,52,0.46,0.07,0.27,3.86,3.86,3.85
T.B,2009,T.B,T.B,Team Level,other,82,0.47,0.47,0.45,14465,147.64,25.09,10.16,27.44,4.66,78.86,59.79,24.07,25.09,24.07,153,53,71,277,22,5,3,36,4,62,77,131,184,16,38,165,40,33,25,116,58,32,3.98,6.82,14.29,3,7,12,277,206,206,9,2.96,2.5,2.5,25.56,25.56,24.67,176.97,28.25,12.23,33.49,5.5,95.72,71.83,25.65,28.25,25.65,178,69,66,313,25,10,3,36,5,86,85,153,222,21,45,176,36,29,20,152,59,36,5.63,7.04,15.59,7,7,11,313,247,247,7,3.6,3.1,3.49,28.37,28.37,26.71
T.B,2009,T.B,T.B,Team Level,all,82,0.49,0.48,0.48,300120,2338.81,235.48,167.17,507.48,74.23,1310.03,963.67,225.31,234.6,224.47,2367,892,978,4237,213,138,41,489,65,1026,1328,2154,3046,476,1197,2442,1650,510,639,2331,713,215,71.33,84.11,80.04,59,85,69,4209.47,3259,3249.32,330,37.6,34.38,36.43,236.6,235.73,228.02,2520.28,248.19,178.77,550.36,80.92,1395.24,1060.53,236.13,249.86,237.76,2575,939,1108,4622,253,188,57,564,80,1110,1319,2322,3261,469,1176,2296,1558,535,635,2589,677,248,79.65,81.15,87.4,62,88,103,4666.78,3514,3536.91,311,40.38,43.9,45.86,242.71,244.36,236.96
T.B,2009,T.B,T.B,Team Level,5on5,82,0.48,0.48,0.48,225313,1688.34,143.12,114.74,384.36,53.76,939.26,712.76,139.23,142.23,138.39,1710,638,721,3069,136,102,27,357,36,720,997,1574,2212,402,1026,1747,1455,383,496,1740,500,108,54.21,59.27,29.66,49,61,26,3041.47,2348,2338.32,288,23.7,22.12,23.28,143.55,142.69,140.68,1825.44,152.41,121.54,419.53,59.08,1012.07,787.39,148.1,154.08,149.73,1857,695,817,3369,159,126,36,433,58,801,975,1698,2393,392,996,1536,1405,402,480,1942,493,117,61.54,58.69,32.17,48,65,46,3413.78,2552,2574.91,257,25.05,25.85,27.58,149.87,151.52,149.39
T.B,2009,T.B,T.B,Team Level,4on5,82,0.09,0.1,0.12,31046,59.39,5.93,3.05,7.97,2.05,18.04,42.97,5.88,5.93,5.88,62,18,15,95,2,3,0,8,2,10,55,60,78,26,60,239,98,72,33,52,23,5,1.62,2.8,1.5,0,1,1,95,80,80,27,0.69,0.14,0.26,6.36,6.36,6.34,437.62,58.4,40.89,87.02,14.07,264.44,141.18,53.65,58.4,53.65,459,147,206,812,63,45,17,85,16,204,193,396,543,38,82,331,40,29,94,422,102,82,10.18,12.4,35.81,6,13,44,812,606,606,7,10.79,13.32,13.2,55.99,55.99,52.43
T.B,2009,T.B,T.B,Team Level,5on4,82,0.87,0.86,0.85,29296,443.43,61.34,39.22,87.71,13.76,273.87,148.16,56.13,61.34,56.13,442,183,171,796,53,28,11,88,23,234,199,389,572,32,73,291,57,22,85,423,132,70,11.53,15.23,34.58,7,16,30,796,625,625,6,10.25,9.63,10.39,61.14,61.14,56.32,80.26,9.14,4.12,10.33,2.27,23.02,60.13,8.74,9.14,8.74,81,28,19,128,6,7,1,10,1,19,66,75,103,18,53,253,77,75,41,73,23,13,2.3,3.01,3.82,1,3,2,128,109,109,40,0.95,1.63,1.6,8.49,8.49,8.43
CAR,2009,CAR,CAR,Team Level,other,81,0.5,0.52,0.5,12197,182.08,36.22,12.85,34.07,6.17,93.26,66.43,33.34,36.22,33.34,183,66,89,338,33,12,4,26,9,95,74,150,216,9,21,167,54,27,37,135,63,51,4.57,7.76,23.89,5,7,21,338,249,249,13,3.79,4.23,4.57,35.44,35.44,33.82,181.94,36.25,12.66,34.48,5.79,90.01,67.87,34.94,36.25,34.94,176,72,68,316,34,17,6,26,4,77,90,142,214,16,37,161,39,22,28,127,72,49,3.94,8.97,23.35,3,5,26,316,248,248,14,3.51,6.29,6.29,33.41,33.41,32.71
CAR,2009,CAR,CAR,Team Level,all,81,0.48,0.49,0.48,295601,2436.78,243.43,167.08,538.37,79.31,1324.44,1016.37,233.45,243.13,233.16,2373,996,1201,4570,224,184,38,499,80,1094,1288,2149,3145,378,896,2294,2091,645,554,2386,738,245,68.97,88.89,85.56,69,71,84,4557.09,3369,3359.18,319,37.44,39.22,39.7,241.16,241.06,235.58,2623.56,265.18,184.05,576.88,83.6,1418.39,1084.02,256.03,266.57,257.39,2536,1078,1161,4775,249,218,46,502,91,1184,1370,2287,3365,382,895,2478,1793,622,571,2567,795,252,77.01,96.12,92.04,67,92,90,4784.71,3614,3630.44,297,40.89,50.56,52.12,253.82,254.83,249.99
CAR,2009,CAR,CAR,Team Level,5on5,81,0.47,0.49,0.48,225274,1780.04,147.37,115.02,416.63,58.16,965.39,758.42,143.29,147.06,143,1737,724,908,3369,136,127,23,395,58,775,970,1601,2325,319,742,1637,1866,501,408,1826,518,117,54.15,61.79,31.43,56,50,30,3356.09,2461,2451.18,265,23.79,24.13,24.58,146.58,146.48,144.3,1946.16,166.78,129.2,445.38,61.8,1051.85,815.98,161.84,168.16,163.2,1861,810,865,3536,154,153,25,398,64,865,1037,1707,2517,309,726,1760,1614,478,443,1960,576,135,60.4,70.15,36.23,54,72,28,3545.71,2671,2687.44,253,26.69,29.24,31.06,162.41,163.42,161.13
CAR,2009,CAR,CAR,Team Level,4on5,81,0.14,0.14,0.15,28752,77.56,8.8,3.87,10.1,2.27,21.99,58.97,8.62,8.8,8.62,76,30,21,127,7,7,1,7,0,19,66,69,99,25,78,236,126,85,32,68,25,13,1.74,3.28,3.78,2,3,2,127,106,106,32,0.89,1.27,1.41,8.28,8.28,8.27,420.6,55.2,38.73,87.46,13.85,253.95,138.87,52.57,55.2,52.57,417,172,206,795,55,41,14,73,21,220,179,362,534,35,81,286,37,33,72,402,125,62,10.43,14.34,30.42,8,14,33,795,589,589,11,9.9,13.16,13.21,51.82,51.82,49.99
CAR,2009,CAR,CAR,Team Level,5on4,81,0.88,0.85,0.84,29378,397.1,51.04,35.34,77.57,12.72,243.8,132.55,48.2,51.04,48.2,377,176,183,736,48,38,10,71,13,205,178,329,505,25,55,254,45,32,77,357,132,64,8.51,16.07,26.45,6,11,31,736,553,553,9,8.97,9.6,9.14,50.86,50.86,49.19,74.87,6.95,3.44,9.56,2.16,22.58,61.31,6.68,6.95,6.68,82,24,22,128,6,7,1,5,2,22,64,76,100,22,51,271,103,89,28,78,22,6,2.25,2.65,2.04,2,1,3,128,106,106,19,0.8,1.88,1.56,6.19,6.19,6.15
ARI,2009,ARI,ARI,Team Level,other,82,0.44,0.47,0.48,14299,147.93,20.98,9.07,29.91,4.54,75.76,64.92,19.09,20.98,19.09,143,65,65,273,17,4,1,32,2,62,91,126,191,18,47,153,55,20,13,143,42,23,4.81,5.13,11.04,4,3,10,273,208,208,4,2.58,0.45,0.7,22.66,22.66,20.73,157.87,26.98,11.3,29.9,5.02,84.35,60.71,25.41,26.98,25.41,166,56,81,303,20,16,0,31,5,72,78,146,202,10,20,158,61,27,47,143,45,34,5.2,5.39,16.39,6,1,13,303,222,222,16,3.32,5.06,4.45,25.58,25.58,24.64
ARI,2009,ARI,ARI,Team Level,all,82,0.51,0.51,0.5,301956,2476.68,210.87,167.85,553.65,79.3,1386.75,1056.4,202.54,211.71,203.38,2504,991,1080,4575,211,142,29,559,47,1100,1436,2293,3284,365,850,2279,1802,404,420,2680,664,151,77.55,79.25,54.07,75,81,55,4594.4,3495,3507.09,196,36.92,28.85,30.98,214.07,214.58,208.52,2400.03,204.58,166.07,537.79,77.35,1377.79,1028.7,197.92,204.41,197.78,2427,1012,970,4409,196,147,30,491,65,1160,1380,2231,3243,359,834,2283,1924,424,579,2678,603,158,77.73,70.68,56.16,68,72,56,4401.74,3439,3436.4,275,36.94,32.33,32.64,205.94,205.81,201.97
ARI,2009,ARI,ARI,Team Level,5on5,82,0.52,0.52,0.51,229509,1885.76,141.62,121.59,437.28,60.34,1051.46,811.81,138.48,142.46,139.31,1907,747,820,3474,149,105,19,448,37,830,1085,1758,2505,292,676,1606,1546,324,321,2073,501,80,60.39,59.42,21.81,63,66,20,3493.4,2654,2666.09,168,24.95,19.16,20.83,143.71,144.22,142.29,1752.12,130.15,113.02,409.57,56.3,995.5,768.82,127.17,129.98,127.02,1759,748,695,3202,129,94,22,364,49,839,1032,1630,2378,300,699,1606,1711,330,435,2008,417,82,58.81,49.2,22.14,49,58,22,3194.74,2507,2504.4,230,23.16,18.99,19.35,131.74,131.6,130.24
